Localization,1.0.0,,,,,,,,,,,,
ID,en:English,ja:Japanese,zh:Chinese,zh-CN:ChineseSimplified,zh-TW:ChineseTraditional,fr:French,es:Spanish,ko:Korean,id:Indonesian,th:Thai,ar:Arabic,ru:Russian,de:German
Please import In-App Purchasing SDK comment,"Please import the [UnityIAP.unitypackage] in [Plugins]->[UnityPurchasing] after clicking the [Import] button in [In-App Purchasing] of [Window] -> [Services] and downloading the SDK. (If there is no error, you can install UnityIAP as it is.)",[Window]->[Services]の[In-App Purchasing]にある[Import]ボタンをクリックしSDKをダウンロード後[Plugins]->[UnityPurchasing]にある[UnityIAP.unitypackage]をインポートしてください。（エラーがないときはそのままUnityIAPをインストールできます。）,请导入[UnityIAP.unitypackage]在[插件]  - > [UnityPurchasing]点击的[窗口] [在应用程序内购买] [导入]按钮后 - > [服务]和下载SDK。 （如果没有错误，你可以，因为它是安装UnityIAP。）,请导入[UnityIAP.unitypackage]在[插件]  - > [UnityPurchasing]点击的[窗口] [在应用程序内购买] [导入]按钮后 - > [服务]和下载SDK。 （如果没有错误，你可以，因为它是安装UnityIAP。）,請導入[UnityIAP.unitypackage]在[插件]  - > [UnityPurchasing]點擊的[窗口] [在應用程序內購買] [導入]按鈕後 - > [服務]和下載SDK。 （如果沒有錯誤，你可以，因為它是安裝UnityIAP。）,"S'il vous plaît importer le [UnityIAP.unitypackage] dans [Plugins] -> [UnityPurchasing] après avoir cliqué sur le bouton [Import] dans [In-App achat] de [Fenêtre] -> [Services] et le téléchargement du SDK. (S'il n'y a pas d'erreur, vous pouvez installer UnityIAP comme il est.)","Por favor importar el [UnityIAP.unitypackage] en [Plugins] -> [UnityPurchasing] después de hacer clic en el botón [Importar] en [In-App compras] de [Ventana] -> [Servicios] y descargar el SDK. (Si no hay error, puede instalar UnityIAP tal como es.)",[Window] -> Services의 [In-App Purchasing]에서 [Import] 버튼을 클릭하여 SDK를 다운로드 후 [Plugins] -> [UnityPurchasing]에있는 UnityIAP.unitypackage를 가져와야합니다. (오류가 없을 때는 그대로 UnityIAP를 설치할 수 있습니다.),"Silakan mengimpor [UnityIAP.unitypackage] di [Plugins] -> [UnityPurchasing] setelah menekan [Import] tombol di [Dalam Aplikasi Pembelian] dari [Window] -> [Jasa] dan men-download SDK. (Jika tidak ada kesalahan, Anda dapat menginstal UnityIAP seperti itu.)",กรุณานำเข้า [UnityIAP.unitypackage] ใน [ปลั๊กอิน] -> [UnityPurchasing] หลังจากคลิกที่ปุ่ม [Import] ใน [In-App ซื้อ] ของ [หน้าต่าง] -> [บริการ] และการดาวน์โหลด SDK (หากไม่มีข้อผิดพลาดคุณสามารถติดตั้ง UnityIAP มันเป็น.),يرجى استيراد [UnityIAP.unitypackage] في [ملحقات] -> [UnityPurchasing] بعد النقر على زر [استيراد] في [داخل التطبيق الشراء] من [النافذة] -> [الخدمات] وSDK تحميل. (إذا كان هناك أي خطأ، يمكنك تثبيت UnityIAP كما هو.),"Пожалуйста, импортировать [UnityIAP.unitypackage] в [Плагины] -> [UnityPurchasing] после нажатия на кнопку [Импорт] в [In-App Закупки] из [Window] -> [Услуги] и загрузки SDK. (Если нет ошибок, вы можете установить UnityIAP, как это.)","Importieren Sie die [UnityIAP.unitypackage] in [Plugins] -> [UnityPurchasing] nach der Schaltfläche [Import] in [In-App Einkauf] von [Window] klicken -> [Service] und das Herunterladen des SDK. (Wenn kein Fehler vorhanden ist, können Sie UnityIAP installieren, wie es ist.)"
Not found mUniSm Asset,Not found mUniSm Asset,mUniSm Assetが見つかりません,找不到mUniSm资产,找不到mUniSm资产,找不到mUniSm資產,Pas trouvé Asset communisme,No se ha encontrado comunismo activos,mUniSm Asset 찾을 수 없습니다,Tidak ditemukan mUniSm Asset,ไม่พบ mUniSm สินทรัพย์,لم يتم العثور mUniSm الأصول,Не найдено mUniSm активов,Doch nicht mUniSm Vermögen
Not found mUniSm Asset comment,This library requires mUniSm Asset. Please introduce the asset. Please see below for the introduction method.,このライブラリにはmUniSm Assetが必要です。アセットを導入して下さい。導入方法については以下をご覧ください。,该库需要mUniSm资产。请介绍该资产。请看下面的介绍方法。,该库需要mUniSm资产。请介绍该资产。请看下面的介绍方法。,該庫需要mUniSm資產。請介紹該資產。請看下面的介紹方法。,Cette bibliothèque a besoin d'actifs communisme. S'il vous plaît présenter l'actif. S'il vous plaît voir ci-dessous pour la méthode d'introduction.,Esta biblioteca requiere comunismo activos. Debe introducir el activo. Vea a continuación el método de introducción.,이 라이브러리는 mUniSm Asset이 필요합니다. 자산을 도입하십시오. 도입 방법에 대해서는 다음을 참조하십시오.,Perpustakaan ini membutuhkan mUniSm Asset. Silahkan memperkenalkan aset. Silakan lihat di bawah untuk metode pengenalan.,ห้องสมุดนี้ต้อง mUniSm สินทรัพย์ กรุณาแนะนำสินทรัพย์ กรุณาดูด้านล่างสำหรับวิธีการแนะนำ,تتطلب هذه المكتبة mUniSm الأصول. يرجى إدخال الأصول. انظر أدناه للأسلوب التقديم.,"Эта библиотека требует mUniSm актива. Пожалуйста, представьтесь актив. Пожалуйста, смотрите ниже для способа введения.",Diese Bibliothek erfordert mUniSm Nutzungsart. Bitte stellen Sie die Anlage. Bitte siehe unten für die Einführung Methode.
Not found mUniSm Database,Not found mUniSm Database,mUniSm Databaseが見つかりません,找不到mUniSm数据库,找不到mUniSm数据库,找不到mUniSm數據庫,Pas trouvé la base de données communisme,No se ha encontrado la base de datos comunismo,mUniSm Database를 찾을 수 없습니다,Tidak ditemukan mUniSm database,ไม่พบฐานข้อมูล mUniSm,لم يتم العثور على قاعدة البيانات mUniSm,Не найдено База данных mUniSm,Nicht gefunden mUniSm Database
Not found mUniSm Database comment,This library requires  mUniSm Database. Please introduce the asset. Please see below for the introduction method.,このライブラリには mUniSm Databaseが必要です。アセットを導入して下さい。導入方法については以下をご覧ください。,该库需要mUniSm数据库。请介绍该资产。请看下面的介绍方法。,该库需要mUniSm数据库。请介绍该资产。请看下面的介绍方法。,該庫需要mUniSm數據庫。請介紹該資產。請看下面的介紹方法。,Cette bibliothèque requiert la base de données communisme. S'il vous plaît présenter l'actif. S'il vous plaît voir ci-dessous pour la méthode d'introduction.,Esta biblioteca requiere comunismo base de datos. Debe introducir el activo. Vea a continuación el método de introducción.,이 라이브러리는 mUniSm Database가 필요합니다. 자산을 도입하십시오. 도입 방법에 대해서는 다음을 참조하십시오.,Perpustakaan ini membutuhkan mUniSm Database. Silahkan memperkenalkan aset. Silakan lihat di bawah untuk metode pengenalan.,ห้องสมุดนี้ต้อง mUniSm ฐานข้อมูล กรุณาแนะนำสินทรัพย์ กรุณาดูด้านล่างสำหรับวิธีการแนะนำ,تتطلب هذه المكتبة قاعدة بيانات mUniSm. يرجى إدخال الأصول. انظر أدناه للأسلوب التقديم.,"Эта библиотека требует mUniSm базы данных. Пожалуйста, представьтесь актив. Пожалуйста, смотрите ниже для способа введения.",Diese Bibliothek erfordert mUniSm Datenbank. Bitte stellen Sie die Anlage. Bitte siehe unten für die Einführung Methode.
Not found mUniSm Tween,Not found mUniSm Tween,mUniSm Tweenが見つかりません,找不到mUniSm吐温,找不到mUniSm吐温,找不到mUniSm吐溫,Pas trouvé Tween communisme,No encontrado comunismo Tween,mUniSm Tween 찾을 수 없습니다,Tidak ditemukan mUniSm Tween,ไม่พบ mUniSm Tween,لم يتم العثور mUniSm توين,Не найдено mUniSm Tween,Nicht gefunden mUniSm Tween
Not found mUniSm Tween comment,This library requires  mUniSm Tween. Please introduce the asset. Please see below for the introduction method.,このライブラリには mUniSm Tweenが必要です。アセットを導入して下さい。導入方法については以下をご覧ください。,该库需要mUniSm吐温。请介绍该资产。请看下面的介绍方法。,该库需要mUniSm吐温。请介绍该资产。请看下面的介绍方法。,該庫需要mUniSm吐溫。請介紹該資產。請看下面的介紹方法。,Cette bibliothèque nécessite Tween communisme. S'il vous plaît présenter l'actif. S'il vous plaît voir ci-dessous pour la méthode d'introduction.,Esta biblioteca requiere comunismo Tween. Debe introducir el activo. Vea a continuación el método de introducción.,이 라이브러리는 mUniSm Tween이 필요합니다. 자산을 도입하십시오. 도입 방법에 대해서는 다음을 참조하십시오.,Perpustakaan ini membutuhkan mUniSm Tween. Silahkan memperkenalkan aset. Silakan lihat di bawah untuk metode pengenalan.,ห้องสมุดนี้ต้อง mUniSm Tween กรุณาแนะนำสินทรัพย์ กรุณาดูด้านล่างสำหรับวิธีการแนะนำ,تتطلب هذه المكتبة mUniSm توين. يرجى إدخال الأصول. انظر أدناه للأسلوب التقديم.,"Эта библиотека требует mUniSm Tween. Пожалуйста, представьтесь актив. Пожалуйста, смотрите ниже для способа введения.",Diese Bibliothek erfordert mUniSm Tween. Bitte stellen Sie die Anlage. Bitte siehe unten für die Einführung Methode.
Not found mUniSm UI,Not found mUniSm UI,mUniSm UIが見つかりません,找不到mUniSm UI,找不到mUniSm UI,找不到mUniSm UI,Pas trouvé UI communisme,No se ha encontrado la interfaz de usuario comunismo,mUniSm UI를 찾을 수 없습니다,Tidak ditemukan mUniSm UI,ไม่พบ mUniSm UI,لم يتم العثور UI mUniSm,Не найден интерфейс mUniSm,Nicht gefunden mUniSm UI
Not found mUniSm UI comment,This library requires  mUniSm UI. Please introduce the asset. Please see below for the introduction method.,このライブラリには mUniSm UIが必要です。アセットを導入して下さい。導入方法については以下をご覧ください。,该库需要mUniSm UI。请介绍该资产。请看下面的介绍方法。,该库需要mUniSm UI。请介绍该资产。请看下面的介绍方法。,該庫需要mUniSm UI。請介紹該資產。請看下面的介紹方法。,Cette bibliothèque requiert l'interface utilisateur communisme. S'il vous plaît présenter l'actif. S'il vous plaît voir ci-dessous pour la méthode d'introduction.,Esta biblioteca requiere comunismo interfaz de usuario. Debe introducir el activo. Vea a continuación el método de introducción.,이 라이브러리는 mUniSm UI가 필요합니다. 자산을 도입하십시오. 도입 방법에 대해서는 다음을 참조하십시오.,Perpustakaan ini membutuhkan mUniSm UI. Silahkan memperkenalkan aset. Silakan lihat di bawah untuk metode pengenalan.,ห้องสมุดนี้ต้อง mUniSm UI กรุณาแนะนำสินทรัพย์ กรุณาดูด้านล่างสำหรับวิธีการแนะนำ,تتطلب هذه المكتبة mUniSm UI. يرجى إدخال الأصول. انظر أدناه للأسلوب التقديم.,"Эта библиотека требует mUniSm UI. Пожалуйста, представьтесь актив. Пожалуйста, смотрите ниже для способа введения.",Diese Bibliothek erfordert mUniSm UI. Bitte stellen Sie die Anlage. Bitte siehe unten für die Einführung Methode.
Not found mUniSm Modal,Not found mUniSm Modal,mUniSm UIが見つかりません,找不到mUniSm莫代尔,找不到mUniSm莫代尔,找不到mUniSm莫代爾,Pas trouvé Modal communisme,No se ha encontrado comunismo modal,mUniSm UI를 찾을 수 없습니다,Tidak ditemukan mUniSm Modal,ไม่พบ mUniSm Modal,لم يتم العثور mUniSm مشروط,Не найдено mUniSm режимное,Nicht gefunden mUniSm Modal
Not found mUniSm Modal comment,This library requires  mUniSm Modal. Please introduce the asset. Please see below for the introduction method.,このライブラリには mUniSm Modalが必要です。アセットを導入して下さい。導入方法については以下をご覧ください。,该库需要mUniSm模态。请介绍该资产。请看下面的介绍方法。,该库需要mUniSm模态。请介绍该资产。请看下面的介绍方法。,該庫需要mUniSm模態。請介紹該資產。請看下面的介紹方法。,Cette bibliothèque nécessite Modal communisme. S'il vous plaît présenter l'actif. S'il vous plaît voir ci-dessous pour la méthode d'introduction.,Esta biblioteca requiere comunismo modal. Debe introducir el activo. Vea a continuación el método de introducción.,이 라이브러리는 mUniSm Modal가 필요합니다. 자산을 도입하십시오. 도입 방법에 대해서는 다음을 참조하십시오.,Perpustakaan ini membutuhkan mUniSm Modal. Silahkan memperkenalkan aset. Silakan lihat di bawah untuk metode pengenalan.,ห้องสมุดนี้ต้อง mUniSm Modal กรุณาแนะนำสินทรัพย์ กรุณาดูด้านล่างสำหรับวิธีการแนะนำ,تتطلب هذه المكتبة mUniSm مشروط. يرجى إدخال الأصول. انظر أدناه للأسلوب التقديم.,"Эта библиотека требует mUniSm Modal. Пожалуйста, представьтесь актив. Пожалуйста, смотрите ниже для способа введения.",Diese Bibliothek erfordert mUniSm Modal. Bitte stellen Sie die Anlage. Bitte siehe unten für die Einführung Methode.
Unuse Networking,Unuse Networking,オンライン機能を使用しない,UNUSE网络,UNUSE网络,UNUSE網絡,unuse réseau,unuse Redes,온라인 기능을 사용하지,unuse Jaringan,เครือข่ายที่ไม่จำเป็นออก,و unuse الشبكات,Сеть не использование,unuse Networking
Unuse Networking comment,Do not use online function,オンライン機能を使用しません,不要使用在线功能,不要使用在线功能,不要使用在線功能,Ne pas utiliser la fonction en ligne,No utilice la función en línea,온라인 기능을 사용하지 않습니다,Jangan menggunakan fungsi secara online,อย่าใช้ฟังก์ชั่นออนไลน์,لا تستخدم وظيفة عبر الإنترنت,Не используйте функцию онлайн,Verwenden Sie keine Online-Funktion
Use Photon Networking,Use Photon Networking,Photon Networkingを使用,使用光子网络,使用光子网络,使用光子網絡,L'utilisation Photon réseau,El uso de redes de Fotones,Photon Networking을 사용,Gunakan Photon Jaringan,การใช้งานระบบเครือข่าย Photon,استخدام الشبكات فوتون,Использование Фотон сети,Verwendung Photon Networking
Use Photon Networking comment,"Use Photon Networking. Implementation of Photon Unity Networking (PUN) is necessary.For details on how to install Photon Unity Networking, please see the following [Photon Unity Networking Free].",Photon Networkingを使用します。Photon Unity Networking(PUN)の導入が必要。Photon Unity Networkingの導入方法については以下[Photon Unity Networking Free]をご覧ください。,使用光子网络。光子统一网络（双关语）的实施是关于如何安装光子统一网络necessary.For的详细信息，请参见下面的[光子统一网络自由。,使用光子网络。光子统一网络（双关语）的实施是关于如何安装光子统一网络necessary.For的详细信息，请参见下面的[光子统一网络自由。,使用光子網絡。光子統一網絡（雙關語）的實施是關於如何安裝光子統一網絡necessary.For的詳細信息，請參見下面的[光子統一網絡自由。,"Utilisez Photon réseau. La mise en œuvre du réseau Photon l'unité (de PUN) est necessary.For détails sur l'installation de l'unité réseau Photon, s'il vous plaît voir le suivant [Photon l'unité réseau libre].","Utilizar redes de fotones. Implementación de la Unidad de fotones redes (PUN) es necessary.For detalles sobre cómo instalar la Unidad de fotones redes, consulte el siguiente [Fotón Unidad de Redes libre].",Photon Networking을 사용합니다. Photon Unity Networking (PUN)의 도입이 필요하다. Photon Unity Networking의 도입 방법에 대해서는 다음 [Photon Unity Networking Free를 참조하십시오.,"Gunakan Photon Networking. Pelaksanaan Photon Unity Jaringan (PUN) adalah rincian necessary.For tentang cara menginstal Photon Unity Jaringan, silakan lihat berikut [Photon Unity Networking Gratis].","การใช้งานระบบเครือข่าย Photon การดำเนินงานของเครือข่าย Photon สามัคคี (เล่นสำนวน) เป็นรายละเอียด necessary.For ในการติดตั้งระบบเครือข่าย Photon สามัคคี, โปรดดูต่อไป [Photon สามัคคีเครือข่ายฟรี]",استخدام فوتون الشبكات. تنفيذ فوتون الوحدة شبكات (PUN) هي تفاصيل necessary.For حول كيفية تثبيت فوتون الوحدة الشبكات، الرجاء راجع ما يلي [فوتون الوحدة الشبكات مجاني].,"Используйте Photon Networking. Реализация Фотон Unity Networking (каламбур) является necessary.For сведения о том, как установить Photon Unity Networking, пожалуйста, обратитесь к следующей [Фотон Unity Networking Free].","Verwenden Photon Networking. Implementierung von Photon Unity Networking (PUN) ist necessary.For Details, wie Photon Unity Networking installieren Sie bitte den folgenden [Photon Unity Networking Free] sehen."
Please import Photon Unity Networking,Please import Photon Unity Networking,Photon Unity Networkingをインポートしてください,请输入光子统一联网,请输入光子统一联网,請輸入光子統一聯網,S'il vous plaît importer Photon l'unité réseau,Por favor importar Fotón Unidad de Redes,Photon Unity Networking을 가져 오십시오,Silakan mengimpor Photon Unity Jaringan,กรุณานำเข้า Photon สามัคคีเครือข่าย,يرجى استيراد فوتون الوحدة الشبكات,Импортируйте Photon Unity Networking,Bitte importieren Photon Unity Networking
Please import Photon Unity Networking comment,"In order to use the Photon function of mUniSm Networking, PhotonUnityNetworking SDK is necessary. Please download SDK from the following site and import unitypackage.",mUniSm NetworkingのPhotonの機能を使用するにはPhotonUnityNetworkingのSDKが必要です。下記サイトからSDKをダウンロードしunitypackageをインポートしてください。,为了使用mUniSm网络的光子作用，PhotonUnityNetworking SDK是必要的。请从以下网站和进口unitypackage下载SDK。,为了使用mUniSm网络的光子作用，PhotonUnityNetworking SDK是必要的。请从以下网站和进口unitypackage下载SDK。,為了使用mUniSm網絡的光子作用，PhotonUnityNetworking SDK是必要的。請從以下網站和進口unitypackage下載SDK。,"Pour utiliser la fonction de Photon de réseau communisme, SDK PhotonUnityNetworking est nécessaire. S'il vous plaît télécharger le SDK sur le site suivant et unitypackage d'importation.","Para utilizar la función de Fotones del comunismo redes, PhotonUnityNetworking SDK es necesario. Por favor, descargue el SDK del siguiente sitio y unitypackage importación.",mUniSm Networking의 Photon 기능을 사용하려면 PhotonUnityNetworking의 SDK가 필요합니다. 다음 사이트에서 SDK를 다운로드 unitypackage를 가져와야합니다.,"Untuk menggunakan fungsi Photon dari mUniSm Jaringan, PhotonUnityNetworking SDK diperlukan. Silahkan download SDK dari situs berikut dan impor unitypackage.","เพื่อที่จะใช้ฟังก์ชั่นของโฟตอน mUniSm เครือข่าย, PhotonUnityNetworking SDK เป็นสิ่งที่จำเป็น กรุณาดาวน์โหลด SDK จากเว็บไซต์และนำเข้า unitypackage ดังต่อไปนี้",من أجل استخدام وظيفة فوتون من mUniSm الشبكات، PhotonUnityNetworking SDK هو ضروري. يرجى تحميل SDK من موقع التالي وunitypackage الاستيراد.,"Для того, чтобы использовать функцию Фотон mUniSm Networking, PhotonUnityNetworking SDK необходимо. Пожалуйста, загрузите SDK со следующего сайта и импорта unitypackage.","Um die Funktion des Photons mUniSm Networking zu verwenden, ist PhotonUnityNetworking SDK erforderlich. Bitte laden Sie SDK von der folgenden Website und Import unitypackage."
Not found [mUniSmAppManager] instance in hierarchy.,Not found [mUniSmAppManager] instance in hierarchy.,[mUniSmAppManager]インスタンスがヒエラルキー内に見つかりません,未找到层次[mUniSmAppManager]实例。,未找到层次[mUniSmAppManager]实例。,未找到層次[mUniSmAppManager]實例。,Pas trouvé instance [mUniSmAppManager] dans la hiérarchie.,No encontrado [mUniSmAppManager] instancia en la jerarquía.,[mUniSmAppManager] 인스턴스가 계층 구조에서 찾을 수 없습니다,Tidak ditemukan [mUniSmAppManager] Misalnya dalam hirarki.,ไม่พบ [mUniSmAppManager] ตัวอย่างเช่นในลำดับชั้น,لم يتم العثور على [mUniSmAppManager] سبيل المثال في التسلسل الهرمي.,Не найдено [mUniSmAppManager] экземпляр в иерархии.,Nicht gefunden [mUniSmAppManager] Instanz in der Hierarchie.
Please set to the hierarchy the prefab of [/Assets/mUniSm/Core/Resources/mUniSmAppManager],Please load the scene of [/Assets/mUniSm/Core/Scenes/mUniSmCore] or set the prefab of [/Assets/mUniSm/Core/Resources/mUniSmAppManager] in the hierarchy.,[/Assets/mUniSm/Core/Scenes/mUniSmCore]のシーンをロードするか[/Assets/mUniSm/Core/Resources/mUniSmAppManager]のプレハブをヒエラルキーにセットしてください。,请加载的场景[/资产/ mUniSm /核心/场景/ mUniSmCore]或设置[/资产/ mUniSm /核心/资源/ mUniSmAppManager]的预制在层次中。,请加载的场景[/资产/ mUniSm /核心/场景/ mUniSmCore]或设置[/资产/ mUniSm /核心/资源/ mUniSmAppManager]的预制在层次中。,請加載的場景[/資產/ mUniSm /核心/場景/ mUniSmCore]或設置[/資產/ mUniSm /核心/資源/ mUniSmAppManager]的預製在層次中。,S'il vous plaît charger la scène de [/ Actif / communisme / Core / Scènes / mUniSmCore] ou régler le préfabriqué de [/ assets / communisme / Core / Ressources / mUniSmAppManager] dans la hiérarchie.,"Por favor, cargar el escenario de [/ Activos / comunismo / Core / escenas / mUniSmCore] o establecer el prefabricada de [/ Activos / comunismo / Core / Recursos / mUniSmAppManager] en la jerarquía.",[/ Assets / mUniSm / Core / Scenes / mUniSmCore] 장면을로드하거나 [/ Assets / mUniSm / Core / Resources / mUniSmAppManager] 조립식를 계층 구조로 설정하십시오.,Silakan memuat adegan [/ Aset / mUniSm / Inti / Scenes / mUniSmCore] atau mengatur prefab dari [/ Aset / mUniSm / Inti / Resources / mUniSmAppManager] dalam hirarki.,โปรดโหลดฉาก [/ สินทรัพย์ / mUniSm / core / ฉาก / mUniSmCore] หรือการตั้งค่ารูปแบบสำเร็จรูปของ [/ สินทรัพย์ / mUniSm / หลัก / ทรัพยากรธรรมชาติ / mUniSmAppManager] ในลำดับชั้น,يرجى تحميل مسرحا ل[/ الأصول / mUniSm / كور / مشاهد / mUniSmCore] أو تعيين الجاهزة لل[/ الأصول / mUniSm / كور / موارد / mUniSmAppManager] في التسلسل الهرمي.,"Пожалуйста, загрузите сцену [/ Активы / mUniSm / Основной / Сцены / mUniSmCore] или установите префаб из [/ активов / mUniSm / CORE / Resources / mUniSmAppManager] в иерархии.",Bitte laden Sie die Szene von [/ Aktiva / mUniSm / Kern / Scenes / mUniSmCore] oder das Fertig von [/ Vermögen / mUniSm / Kern / Ressourcen / mUniSmAppManager] in der Hierarchie festgelegt.
Not found [mUniSmPageManager] instance in hierarchy.,Not found [mUniSmPageManager] instance in hierarchy.,[mUniSmPageManager]インスタンスがヒエラルキー内に見つかりません,未找到层次[mUniSmPageManager]实例。,未找到层次[mUniSmPageManager]实例。,未找到層次[mUniSmPageManager]實例。,Pas trouvé instance [mUniSmPageManager] dans la hiérarchie.,No encontrado [mUniSmPageManager] instancia en la jerarquía.,[mUniSmPageManager] 인스턴스가 계층 구조에서 찾을 수 없습니다,Tidak ditemukan [mUniSmPageManager] Misalnya dalam hirarki.,ไม่พบ [mUniSmPageManager] ตัวอย่างเช่นในลำดับชั้น,لم يتم العثور على [mUniSmPageManager] سبيل المثال في التسلسل الهرمي.,Не найдено [mUniSmPageManager] экземпляр в иерархии.,Nicht gefunden [mUniSmPageManager] Instanz in der Hierarchie.
Please set to the hierarchy the prefab of [/Assets/mUniSm/Page/Resources/mUniSmPageManager],Please load the scene of [/Assets/mUniSm/Page/Scenes/PageCore] or set the prefab of [/Assets/mUniSm/Page/Resources/mUniSmPageManager] in the hierarchy.,[/Assets/mUniSm/Page/Scenes/PageCore]のシーンをロードするか[/Assets/mUniSm/Page/Resources/mUniSmPageManager]のプレハブをヒエラルキーにセットしてください。,请加载[/资产/ mUniSm /页/场景/ PageCore]的场景或将[/资产/ mUniSm /页/资源/ mUniSmPageManager]的预制在层次中。,请加载[/资产/ mUniSm /页/场景/ PageCore]的场景或将[/资产/ mUniSm /页/资源/ mUniSmPageManager]的预制在层次中。,請加載[/資產/ mUniSm /頁/場景/ PageCore]的場景或將[/資產/ mUniSm /頁/資源/ mUniSmPageManager]的預製在層次中。,S'il vous plaît charger la scène de [/ Actif / / Page / communisme Scènes / PageCore] ou définir la maison préfabriquée de [/ assets / communisme / Page / Ressources / mUniSmPageManager] dans la hiérarchie.,"Por favor, cargar el escenario de [/ Activos / comunismo / Página / escenas / PageCore] o establecer el prefabricada de [/ Activos / comunismo / Página / Recursos / mUniSmPageManager] en la jerarquía.",[/ Assets / mUniSm / Page / Scenes / PageCore] 장면을로드하거나 [/ Assets / mUniSm / Page / Resources / mUniSmPageManager] 조립식를 계층 구조로 설정하십시오.,Silakan memuat adegan [/ Aset / mUniSm / Halaman / Scenes / PageCore] atau mengatur prefab dari [/ Aset / mUniSm / Halaman / Resources / mUniSmPageManager] dalam hirarki.,โปรดโหลดฉาก [/ สินทรัพย์ / mUniSm / หน้า / ฉาก / PageCore] หรือการตั้งค่ารูปแบบสำเร็จรูปของ [/ สินทรัพย์ / mUniSm / หน้า / ทรัพยากรธรรมชาติ / mUniSmPageManager] ในลำดับชั้น,يرجى تحميل مسرحا ل[/ الأصول / mUniSm / ل / مشاهد / PageCore] أو تعيين الجاهزة لل[/ الأصول / mUniSm / ل / موارد / mUniSmPageManager] في التسلسل الهرمي.,"Пожалуйста, загрузите сцену [/ Assets / mUniSm / страницы / Сцены / PageCore] или установите префаб из [/ активов / mUniSm / страница / Ресурсы / mUniSmPageManager] в иерархии.",Bitte laden Sie die Szene von [/ Aktiva / mUniSm / Seite / Scenes / PageCore] oder stellen Sie den Fertig von [/ Aktiva / mUniSm / Seite / Ressourcen / mUniSmPageManager] in der Hierarchie.
Please set [In-App Purchasing] in the Services window of UnityEditor to {0}.,Please set [In-App Purchasing] in the Services window of UnityEditor to {0}.,UnityEditorのServicesウインドウにある[In-App Purchasing]を{0}にしてください。,请设置[应用程式内购买]在UnityEditor的{0}的服务窗口。,请设置[应用程式内购买]在UnityEditor的{0}的服务窗口。,請設置[應用程式內購買]在UnityEditor的{0}的服務窗口。,S'il vous plaît définir [In-App Achats] dans la fenêtre Services de UnityEditor {0}.,"Por favor, ponga [In-App compras] en la ventana de Servicios de UnityEditor a {0}.",UnityEditor의 Services 창에있는 [In-App Purchasing을 {0}하십시오.,Silakan set [Dalam Aplikasi Pembelian] di jendela Pelayanan UnityEditor ke {0}.,กรุณาตั้งค่า [In-App ซื้อ] ในหน้าต่างการให้บริการของ UnityEditor ไปที่ {0},الرجاء تعيين [داخل التطبيق المشتريات] في إطار خدمات UnityEditor إلى {0}.,"Пожалуйста, установите [In-App Закупки] в окне Услуги по UnityEditor к {0}.",Bitte setzen Sie [In-App Einkauf] im Fenster Dienste von UnityEditor auf {0}.
Please set [Ads] in the Services window of UnityEditor to {0}.,Please set [Ads] in the Services window of UnityEditor to {0}.,UnityEditorのServicesウインドウにある[Ads]を{0}にしてください。,请UnityEditor的{0}服务窗口设置[广告]。,请UnityEditor的{0}服务窗口设置[广告]。,請UnityEditor的{0}服務窗口設置[廣告]。,S'il vous plaît définir [Annonces] dans la fenêtre Services de UnityEditor {0}.,Por favor ajuste [Anuncios] en la ventana de Servicios de UnityEditor a {0}.,UnityEditor의 Services 창에있는 Ads를 {0}하십시오.,Silakan set [Iklan] di jendela Pelayanan UnityEditor ke {0}.,กรุณาตั้งค่า [โฆษณา] ในหน้าต่างการให้บริการของ UnityEditor ไปที่ {0},الرجاء تعيين [الإعلانات] في إطار خدمات UnityEditor إلى {0}.,"Пожалуйста, установите [Объявления] в окне Услуги по UnityEditor {0}.",Bitte setzen Sie [Anzeigen] im Fenster Dienste von UnityEditor auf {0}.
Unuse Ads,Do not use advertisement function,広告機能を使用しない,不要使用广告功能,不要使用广告功能,不要使用廣告功能,Ne pas utiliser la fonction publicité,No utilice la función de anuncio,광고 기능을 사용하지,Jangan menggunakan fungsi iklan,อย่าใช้ฟังก์ชั่นการโฆษณา,لا تستخدم وظيفة الإعلان,Не используйте функцию рекламы,Verwenden Sie keine Anzeige Funktion
Unuse Ads comment,We do not use the video advertisement function.,動画広告機能を使用しません。,我们不使用视频广告功能。,我们不使用视频广告功能。,我們不使用視頻廣告功能。,Nous ne pas utiliser la fonction vidéo publicitaire.,No utilizamos la función de la publicidad de vídeo.,동영상 광고 기능을 사용하지 않습니다.,Kami tidak menggunakan fungsi video iklan.,เราไม่ได้ใช้ฟังก์ชั่นการโฆษณาวิดีโอ,نحن لا نستخدم وظيفة إعلان الفيديو.,Мы не используем функцию видео рекламы.,Wir verwenden nicht die Videowerbung Funktion.
Use Unity Ads,Use Unity Ads,Unity Adsを使用,使用统一广告,使用统一广告,使用統一廣告,Utilisez annonces Unity,Utilice la unidad Anuncios,Unity Ads를 사용,Gunakan Iklan Unity,ใช้โฆษณาความสามัคคี,استخدام الوحدة الإعلانات,Использование Unity Объявления,Verwenden Sie Unity Ads
